village_id,week,rainfall_mm,rainfall_anomaly_pct,temp_mean_c,humidity_pct,flood_risk_score,malaria_cases,diarrhea_cases,ari_cases,anc4_completion_pct,institutional_delivery_pct,full_immunization_pct,high_risk_pregnancies,drug_stockout_flag,is_reported,reporting_status,reconstructed_malaria_cases,uncertainty_malaria_cases,reconstructed_malaria_cases_lower95,reconstructed_malaria_cases_upper95,reconstructed_diarrhea_cases,uncertainty_diarrhea_cases,reconstructed_diarrhea_cases_lower95,reconstructed_diarrhea_cases_upper95,reconstructed_ari_cases,uncertainty_ari_cases,reconstructed_ari_cases_lower95,reconstructed_ari_cases_upper95,reconstructed_anc4_completion_pct,uncertainty_anc4_completion_pct,reconstructed_anc4_completion_pct_lower95,reconstructed_anc4_completion_pct_upper95,reconstructed_full_immunization_pct,uncertainty_full_immunization_pct,reconstructed_full_immunization_pct_lower95,reconstructed_full_immunization_pct_upper95
VIL_021,15,6.33,-70.4,26.8,46.1,0.13,,,,,,,4,0,False,UNRECORDED,2.7030564782482904,6.450472008885523,0.0,9.153528487133814,1.702642152660421,3.1379788898153955,0.0,4.840621042475816,1.7671140082835621,2.3551075917501474,0.0,4.1222216000337095,30.699270173134906,3.3601943889242882,27.339075784210618,34.05946456205919,42.803372851783415,3.832362050761127,38.97101080102229,46.63573490254454
VIL_021,16,7.58,-45.3,25.6,51.7,0.163,,,,,,,2,0,False,UNRECORDED,3.910205101247082,6.450472008885523,0.0,10.360677110132606,1.7046330506042446,3.1379788898153955,0.0,4.842611940419641,2.2289930339744863,2.3551075917501474,0.0,4.584100625724634,31.168375963127477,3.3601943889242882,27.80818157420319,34.528570352051766,43.314205018370096,3.832362050761127,39.48184296760897,47.14656706913122
VIL_021,17,8.68,-36.5,29.0,53.7,0.118,,,,,,,1,1,False,UNRECORDED,3.1703646908242544,6.450472008885523,0.0,9.620836699709777,1.7672492154769204,3.1379788898153955,0.0,4.905228105292316,1.7049324343309653,2.3551075917501474,0.0,4.060040026081113,32.70668229444715,3.3601943889242882,29.34648790552286,36.06687668337143,42.25554705301316,3.832362050761127,38.42318500225203,46.08790910377429
VIL_021,18,7.09,-41.3,29.8,41.9,0.162,3.0,2.0,2.0,25.8,23.3,45.8,3,1,True,REPORTED,3.0,0.6450472008885524,2.3549527991114476,3.6450472008885524,2.0,0.3137978889815396,1.6862021110184604,2.3137978889815396,2.0,0.23551075917501474,1.7644892408249853,2.235510759175015,25.8,0.33601943889242886,25.463980561107572,26.13601943889243,45.8,0.3832362050761127,45.41676379492388,46.18323620507611
VIL_021,19,17.35,22.8,28.9,49.4,0.239,,,,,,,3,0,False,UNRECORDED,2.8205896563076385,6.450472008885523,0.0,9.271061665193162,1.77510831385709,3.1379788898153955,0.0,4.913087203672486,1.5396106715608588,2.3551075917501474,0.0,3.894718263311006,31.100230213857266,3.3601943889242882,27.740035824932978,34.46042460278156,43.60176257224245,3.832362050761127,39.76940052148132,47.43412462300358
VIL_021,20,16.5,12.1,35.2,48.4,0.266,,,,,,,1,1,False,UNRECORDED,2.697543858307148,6.450472008885523,0.0,9.14801586719267,1.8503402935199214,3.1379788898153955,0.0,4.988319183335317,1.763459107272435,2.3551075917501474,0.0,4.118566699022582,30.824003410957285,3.3601943889242882,27.463809022032997,34.184197799881574,43.87917459401287,3.832362050761127,40.04681254325175,47.711536644774
VIL_021,21,19.24,25.1,33.2,48.6,0.404,,,,,,,1,1,False,UNRECORDED,2.174752491479279,6.450472008885523,0.0,8.625224500364801,2.2463925784471725,3.1379788898153955,0.0,5.384371468262568,1.8958296294802046,2.3551075917501474,0.0,4.250937221230352,31.540876756980225,3.3601943889242882,28.180682368055937,34.90107114590451,44.044199446631765,3.832362050761127,40.21183739587064,47.87656149739289
VIL_021,22,31.91,109.5,32.0,56.2,0.549,2.0,9.0,2.0,27.1,27.6,44.2,4,1,True,REPORTED,2.0,0.6450472008885524,1.3549527991114476,2.6450472008885524,9.0,0.3137978889815396,8.68620211101846,9.31379788898154,2.0,0.23551075917501474,1.7644892408249853,2.235510759175015,27.1,0.33601943889242886,26.763980561107573,27.43601943889243,44.2,0.3832362050761127,43.81676379492389,44.58323620507612
VIL_021,23,26.36,72.5,34.9,47.1,0.342,0.0,0.0,3.0,27.9,30.1,41.4,8,0,True,STRUCTURAL_ZERO_INFLATED,2.658037247525673,6.450472008885523,0.0,9.108509256411196,2.7980946064064747,3.1379788898153955,0.0,5.93607349622187,1.9841746609867603,2.3551075917501474,0.0,4.339282252736908,27.9,0.33601943889242886,27.56398056110757,28.236019438892427,41.4,0.3832362050761127,41.01676379492388,41.783236205076115
VIL_021,24,39.08,147.5,37.8,57.1,0.536,,,,,,,8,1,False,UNRECORDED,2.3926460836530117,6.450472008885523,0.0,8.843118092538536,3.7108599764138144,3.1379788898153955,0.5728810865984189,6.84883886622921,1.9285801173886312,2.3551075917501474,0.0,4.283687709138778,31.532385527626687,3.3601943889242882,28.1721911387024,34.89257991655097,43.11360031468338,3.832362050761127,39.281238263922255,46.94596236544451
VIL_021,25,53.97,277.3,38.6,60.6,0.667,,,,,,,2,0,False,UNRECORDED,2.1085648999718436,6.450472008885523,0.0,8.559036908857367,4.680465091127509,3.1379788898153955,1.5424862013121134,7.818443980942904,1.1983386808668937,2.3551075917501474,0.0,3.553446272617041,30.99190773530341,3.3601943889242882,27.631713346379122,34.3521021242277,42.847804550840586,3.832362050761127,39.01544250007946,46.68016660160171
VIL_021,26,55.34,278.9,36.8,63.6,0.778,,,,,,,6,0,False,UNRECORDED,2.366534864589481,6.450472008885523,0.0,8.817006873475004,5.125778990066104,3.1379788898153955,1.9878001002507086,8.2637578798815,1.5004641958650724,2.3551075917501474,0.0,3.8555717876152196,31.23191241625061,3.3601943889242882,27.87171802732632,34.59210680517489,42.82223935893667,3.832362050761127,38.989877308175544,46.6546014096978
VIL_021,27,67.63,353.4,37.0,66.0,0.921,,,,,,,2,1,False,UNRECORDED,2.742368357060406,6.450472008885523,0.0,9.19284036594593,4.780120873273198,3.1379788898153955,1.6421419834578024,7.918099763088593,1.7867545500728967,2.3551075917501474,0.0,4.141862141823044,30.009074848946625,3.3601943889242882,26.648880460022337,33.36926923787091,41.43901033199188,3.832362050761127,37.606648281230754,45.27137238275301
VIL_021,28,86.41,484.2,38.5,76.3,1.0,,,,,,,2,0,False,UNRECORDED,2.6808373465804527,6.450472008885523,0.0,9.131309355465977,7.111411480960921,3.1379788898153955,3.9734325911455257,10.249390370776316,1.8421281932885318,2.3551075917501474,0.0,4.1972357850386794,29.635745860238526,3.3601943889242882,26.275551471314238,32.995940249162814,42.274284166931366,3.832362050761127,38.44192211617024,46.10664621769249
VIL_021,29,96.81,552.9,36.7,76.9,1.0,,,,,,,4,0,False,UNRECORDED,2.88469137458902,6.450472008885523,0.0,9.335163383474542,6.435299517178702,3.1379788898153955,3.2973206273633067,9.573278406994097,1.62290310572778,2.3551075917501474,0.0,3.9780106974779272,31.113359253228623,3.3601943889242882,27.753164864304335,34.47355364215291,42.66182227275189,3.832362050761127,38.829460221990765,46.49418432351302
VIL_021,30,107.18,604.6,37.3,88.9,1.0,,,,,,,2,1,False,UNRECORDED,3.7452591326488847,6.450472008885523,0.0,10.195731141534408,8.20111062652786,3.1379788898153955,5.0631317367124655,11.339089516343256,1.2382007873861602,2.3551075917501474,0.0,3.5933083791363076,30.65184153801237,3.3601943889242882,27.29164714908808,34.01203592693666,43.43109185003236,3.832362050761127,39.59872979927123,47.263453900793486
VIL_021,31,81.83,451.9,37.4,70.0,1.0,,,,,,,4,0,False,UNRECORDED,4.9178430595138645,6.450472008885523,0.0,11.368315068399387,7.508733310656202,3.1379788898153955,4.370754420840807,10.646712200471597,1.6401438532161867,2.3551075917501474,0.0,3.995251444966334,30.040370332076435,3.3601943889242882,26.680175943152147,33.40056472100072,41.67437344426493,3.832362050761127,37.8420113935038,45.50673549502606
VIL_021,32,92.16,527.1,34.6,75.5,1.0,,,,,,,5,1,False,UNRECORDED,5.542824885534818,6.450472008885523,0.0,11.993296894420341,9.467372415665668,3.1379788898153955,6.329393525850273,12.605351305481063,1.429692385590069,2.3551075917501474,0.0,3.7847999773402163,30.417063869090526,3.3601943889242882,27.056869480166238,33.77725825801481,43.18518610048511,3.832362050761127,39.352824049723985,47.01754815124624
VIL_021,33,67.6,343.9,37.1,61.6,0.878,,,,,,,6,0,False,UNRECORDED,7.730920086679173,6.450472008885523,1.2804480777936504,14.181392095564696,7.515715261457633,3.1379788898153955,4.3777363716422375,10.653694151273028,1.7255254176235215,2.3551075917501474,0.0,4.080633009373669,30.563611710238362,3.3601943889242882,27.203417321314074,33.92380609916265,43.064270175997336,3.832362050761127,39.23190812523621,46.89663222675846
VIL_021,34,68.14,338.9,33.4,61.6,0.907,,,,,,,0,1,False,UNRECORDED,13.011187498313626,6.450472008885523,6.5607154894281035,19.46165950719915,8.179973874683322,3.1379788898153955,5.041994984867927,11.317952764498717,1.808092430110771,2.3551075917501474,0.0,4.163200021860918,31.18012569969131,3.3601943889242882,27.81993131076702,34.5403200886156,43.920460225764295,3.832362050761127,40.08809817500317,47.75282227652542
VIL_021,35,66.22,329.8,32.9,59.9,0.97,22.0,8.0,4.0,32.4,30.8,47.8,5,1,True,REPORTED,22.0,0.6450472008885524,21.354952799111448,22.645047200888552,8.0,0.3137978889815396,7.68620211101846,8.31379788898154,4.0,0.23551075917501474,3.764489240824985,4.235510759175015,32.4,0.33601943889242886,32.06398056110757,32.73601943889243,47.8,0.3832362050761127,47.41676379492388,48.18323620507611
VIL_021,36,70.97,372.2,32.8,64.9,0.916,,,,,,,4,1,False,UNRECORDED,12.353237827421925,6.450472008885523,5.902765818536402,18.803709836307448,5.81500700942294,3.1379788898153955,2.6770281196075447,8.952985899238335,1.4258747997727592,2.3551075917501474,0.0,3.7809823915229064,31.608471295911745,3.3601943889242882,28.248276906987456,34.96866568483603,43.7029642370926,3.832362050761127,39.870602186331475,47.53532628785373
VIL_021,37,50.06,221.5,32.8,49.5,0.701,13.0,10.0,2.0,32.1,26.1,45.1,4,1,True,REPORTED,13.0,0.6450472008885524,12.354952799111448,13.645047200888552,10.0,0.3137978889815396,9.68620211101846,10.31379788898154,2.0,0.23551075917501474,1.7644892408249853,2.235510759175015,32.1,0.33601943889242886,31.763980561107573,32.43601943889243,45.1,0.3832362050761127,44.716763794923885,45.48323620507612
VIL_021,38,38.46,154.7,31.4,41.6,0.484,,,,,,,5,1,False,UNRECORDED,14.10294684934377,6.450472008885523,7.652474840458247,20.553418858229293,2.959620352987218,3.1379788898153955,0.0,6.097599242802613,1.7567553441463013,2.3551075917501474,0.0,4.111862935896449,29.666642856755267,3.3601943889242882,26.30644846783098,33.02683724567956,41.95473771768362,3.832362050761127,38.122375666922494,45.78709976844475
VIL_021,39,34.88,126.0,29.3,42.7,0.416,,,,,,,3,0,False,UNRECORDED,15.488112625452052,6.450472008885523,9.037640616566529,21.938584634337573,2.060678737334137,3.1379788898153955,0.0,5.198657627149533,1.7306904987681317,2.3551075917501474,0.0,4.08579809051828,30.001362297467328,3.3601943889242882,26.64116790854304,33.361556686391616,42.3988085134394,3.832362050761127,38.56644646267827,46.231170564200525
VIL_021,40,28.74,91.6,28.5,36.9,0.379,,,,,,,7,0,False,UNRECORDED,14.371204413122154,6.450472008885523,7.920732404236631,20.821676422007677,2.626453549902858,3.1379788898153955,0.0,5.764432439718254,1.9404840835441326,2.3551075917501474,0.0,4.29559167529428,30.755714894005152,3.3601943889242882,27.395520505080864,34.11590928292944,44.31228184276921,3.832362050761127,40.47991979200808,48.144643893530336
VIL_021,41,19.56,25.3,28.3,34.6,0.395,11.0,5.0,1.0,30.5,28.5,42.1,1,1,True,REPORTED,11.0,0.6450472008885524,10.354952799111448,11.645047200888552,5.0,0.3137978889815396,4.68620211101846,5.31379788898154,1.0,0.23551075917501474,0.7644892408249853,1.2355107591750147,30.5,0.33601943889242886,30.16398056110757,30.83601943889243,42.1,0.3832362050761127,41.716763794923885,42.48323620507612
VIL_021,42,15.02,-0.3,25.8,28.6,0.239,,,,,,,3,1,False,UNRECORDED,8.816682796761317,6.450472008885523,2.3662107878757936,15.26715480564684,1.8432970240020632,3.1379788898153955,0.0,4.981275913817459,1.5758697697982975,2.3551075917501474,0.0,3.930977361548445,31.602342984984325,3.3601943889242882,28.242148596060037,34.96253737390862,44.44671531518715,3.832362050761127,40.61435326442602,48.279077365948275
VIL_021,43,9.15,-33.0,23.6,34.4,0.145,0.0,0.0,2.0,35.9,33.7,45.2,2,1,True,STRUCTURAL_ZERO_INFLATED,3.936822929955026,6.450472008885523,0.0,10.387294938840549,1.556634695552037,3.1379788898153955,0.0,4.694613585367432,1.6640120566952263,2.3551075917501474,0.0,4.019119648445374,35.9,0.33601943889242886,35.56398056110757,36.23601943889243,45.2,0.3832362050761127,44.81676379492389,45.58323620507612
VIL_021,44,8.3,-54.2,22.7,27.2,0.084,,,,,,,1,1,False,UNRECORDED,3.7472031138554254,6.450472008885523,0.0,10.197675122740948,1.5996903547083061,3.1379788898153955,0.0,4.737669244523701,1.8175358463425408,2.3551075917501474,0.0,4.172643438092688,31.278530685428784,3.3601943889242882,27.918336296504496,34.638725074353076,43.432874525123,3.832362050761127,39.60051247436187,47.265236575884124
VIL_021,45,5.99,-57.2,23.4,34.6,0.061,0.0,0.0,3.0,30.0,27.9,51.8,5,0,True,STRUCTURAL_ZERO_INFLATED,3.338168296008797,6.450472008885523,0.0,9.78864030489432,1.4848438135733115,3.1379788898153955,0.0,4.622822703388707,1.7284534560301459,2.3551075917501474,0.0,4.083561047780293,30.0,0.33601943889242886,29.66398056110757,30.33601943889243,51.8,0.3832362050761127,51.41676379492388,52.18323620507611
VIL_021,46,7.9,-55.9,20.3,31.2,0.031,,,,,,,4,0,False,UNRECORDED,2.3048644941406433,6.450472008885523,0.0,8.755336503026166,1.9525413653408779,3.1379788898153955,0.0,5.090520255156274,2.277009234312133,2.3551075917501474,0.0,4.63211682606228,31.3556740380058,3.3601943889242882,27.995479649081513,34.715868426930086,42.004620468718485,3.832362050761127,38.17225841795736,45.83698251947961
VIL_021,47,7.99,-46.8,18.5,35.8,0.196,,,,,,,3,0,False,UNRECORDED,2.066130599578202,6.450472008885523,0.0,8.516602608463725,1.6509133967978091,3.1379788898153955,0.0,4.788892286613205,2.495226539578819,2.3551075917501474,0.14011894782867174,4.8503341313289665,31.05848387283485,3.3601943889242882,27.69828948391056,34.41867826175914,43.31957167785107,3.832362050761127,39.487209627089946,47.1519337286122
VIL_021,48,6.64,-56.6,19.1,29.6,0.102,0.0,0.0,8.0,25.3,23.3,43.8,4,0,True,STRUCTURAL_ZERO_INFLATED,1.5447255502786117,6.450472008885523,0.0,7.995197559164135,1.7847837091225294,3.1379788898153955,0.0,4.922762598937925,2.3219661987158435,2.3551075917501474,0.0,4.677073790465991,25.3,0.33601943889242886,24.963980561107572,25.63601943889243,43.8,0.3832362050761127,43.41676379492388,44.18323620507611
VIL_021,49,3.98,-69.9,18.7,24.5,0.062,,,,,,,5,1,False,UNRECORDED,1.9118622405302075,6.450472008885523,0.0,8.362334249415731,1.4973888634017731,3.1379788898153955,0.0,4.635367753217169,3.4110343885393903,2.3551075917501474,1.055926796789243,5.766141980289538,31.28884787159337,3.3601943889242882,27.92865348266908,34.64904226051766,43.40679384300881,3.832362050761127,39.57443179224769,47.23915589376994
VIL_021,50,5.11,-64.1,19.2,27.4,0.078,0.0,0.0,4.0,27.9,28.0,45.4,5,0,True,STRUCTURAL_ZERO_INFLATED,2.29410355435512,6.450472008885523,0.0,8.744575563240643,1.7259021150196268,3.1379788898153955,0.0,4.863881004835022,3.928920756436346,2.3551075917501474,1.5738131646861988,6.284028348186494,27.9,0.33601943889242886,27.56398056110757,28.236019438892427,45.4,0.3832362050761127,45.01676379492388,45.783236205076115
VIL_021,51,5.5,-51.0,15.9,45.4,0.178,0.0,0.0,6.0,30.1,28.5,52.4,3,0,True,STRUCTURAL_ZERO_INFLATED,1.94403301107964,6.450472008885523,0.0,8.394505019965163,1.5201477138955712,3.1379788898153955,0.0,4.658126603710967,2.9373732136163397,2.3551075917501474,0.5822656218661924,5.292480805366488,30.1,0.33601943889242886,29.763980561107573,30.43601943889243,52.4,0.3832362050761127,52.01676379492388,52.783236205076115
VIL_021,52,9.7,-35.6,17.7,36.3,0.144,,,,,,,4,0,False,UNRECORDED,1.5093201705257075,6.450472008885523,0.0,7.959792179411231,1.8022036868183886,3.1379788898153955,0.0,4.940182576633784,4.196013680137204,2.3551075917501474,1.8409060883870567,6.551121271887352,30.610166398683447,3.3601943889242882,27.24997200975916,33.97036078760773,43.27880490605648,3.832362050761127,39.44644285529535,47.111166956817605
VIL_021,53,11.82,-27.5,18.5,45.3,0.148,0.0,0.0,6.0,32.3,30.3,43.4,3,1,True,STRUCTURAL_ZERO_INFLATED,1.4137395996334872,6.450472008885523,0.0,7.86421160851901,0.9772568329481931,3.1379788898153955,0.0,4.115235722763589,3.8977358050564455,2.3551075917501474,1.542628213306298,6.252843396806593,32.3,0.33601943889242886,31.96398056110757,32.636019438892426,43.4,0.3832362050761127,43.01676379492388,43.783236205076115
VIL_021,54,5.36,-55.0,16.0,33.7,0.161,0.0,0.0,5.0,28.5,25.0,45.7,7,0,True,STRUCTURAL_ZERO_INFLATED,0.6120333020848803,6.450472008885523,0.0,7.062505310970403,1.9209554196837533,3.1379788898153955,0.0,5.058934309499149,3.922200281597845,2.3551075917501474,1.5670926898476978,6.277307873347993,28.5,0.33601943889242886,28.16398056110757,28.83601943889243,45.7,0.3832362050761127,45.31676379492389,46.08323620507612
VIL_021,55,6.43,-53.8,17.2,41.3,0.079,,,,,,,3,1,False,UNRECORDED,1.9396964313769098,6.450472008885523,0.0,8.390168440262432,2.03018661690721,3.1379788898153955,0.0,5.168165506722605,3.24979217915375,2.3551075917501474,0.8946845874036025,5.604899770903897,31.3338630321072,3.3601943889242882,27.97366864318291,34.69405742103149,43.434512493753346,3.832362050761127,39.60215044299222,47.26687454451447
VIL_021,56,10.76,-19.4,14.7,45.3,0.059,,,,,,,4,0,False,UNRECORDED,1.7847865202937352,6.450472008885523,0.0,8.235258529179259,1.9103805187763145,3.1379788898153955,0.0,5.04835940859171,4.520114240735375,2.3551075917501474,2.1650066489852278,6.875221832485522,31.33478092515356,3.3601943889242882,27.97458653622927,34.69497531407785,44.65784614763214,3.832362050761127,40.825484096871016,48.49020819839327
VIL_021,57,4.19,-73.3,18.7,53.1,0.0,0.0,0.0,7.0,29.2,24.5,51.4,6,1,True,STRUCTURAL_ZERO_INFLATED,1.6739467526382088,6.450472008885523,0.0,8.124418761523732,1.5408540502981578,3.1379788898153955,0.0,4.678832940113553,3.8179982111826507,2.3551075917501474,1.4628906194325033,6.173105802932798,29.2,0.33601943889242886,28.86398056110757,29.536019438892428,51.4,0.3832362050761127,51.01676379492388,51.783236205076115
VIL_021,58,10.66,-42.0,19.1,44.7,0.133,,,,,,,2,1,False,UNRECORDED,1.2018873249181685,6.450472008885523,0.0,7.652359333803691,1.8872505347702588,3.1379788898153955,0.0,5.025229424585654,2.97378888791037,2.3551075917501474,0.6186812961602226,5.328896479660518,31.588493759905326,3.3601943889242882,28.228299370981038,34.94868814882962,43.0256266707254,3.832362050761127,39.193264619964275,46.85798872148653
VIL_021,59,5.88,-38.3,18.7,41.7,0.093,,,,,,,1,0,False,UNRECORDED,1.7198893537952629,6.450472008885523,0.0,8.170361362680786,1.342491869100767,3.1379788898153955,0.0,4.480470758916162,3.0383680087775393,2.3551075917501474,0.6832604170273919,5.393475600527687,30.261867372619875,3.3601943889242882,26.901672983695587,33.62206176154416,43.279067817545425,3.832362050761127,39.4467057667843,47.11142986830655
VIL_021,60,6.02,-65.9,17.9,46.9,0.121,0.0,0.0,8.0,26.9,24.6,44.0,4,1,True,STRUCTURAL_ZERO_INFLATED,2.130857265449536,6.450472008885523,0.0,8.581329274335058,2.035517283475116,3.1379788898153955,0.0,5.173496173290511,3.1646873107594615,2.3551075917501474,0.8095797190093141,5.519794902509609,26.9,0.33601943889242886,26.56398056110757,27.236019438892427,44.0,0.3832362050761127,43.616763794923884,44.383236205076116
VIL_021,61,7.99,-58.3,21.2,43.5,0.061,,,,,,,1,0,False,UNRECORDED,2.3335641385931316,6.450472008885523,0.0,8.784036147478655,1.9053062201600461,3.1379788898153955,0.0,5.043285109975441,3.0322362870060333,2.3551075917501474,0.6771286952558859,5.38734387875618,31.705442417223637,3.3601943889242882,28.34524802829935,35.06563680614792,44.966401924807414,3.832362050761127,41.13403987404629,48.79876397556854
VIL_021,62,5.56,-55.8,21.0,48.3,0.063,6.0,3.0,4.0,30.7,26.9,42.4,3,1,True,REPORTED,6.0,0.6450472008885524,5.354952799111448,6.645047200888552,3.0,0.3137978889815396,2.6862021110184604,3.3137978889815396,4.0,0.23551075917501474,3.764489240824985,4.235510759175015,30.7,0.33601943889242886,30.36398056110757,31.036019438892428,42.4,0.3832362050761127,42.01676379492388,42.783236205076115
VIL_021,63,5.8,-70.8,19.0,47.0,0.037,,,,,,,2,1,False,UNRECORDED,2.4598807043780035,6.450472008885523,0.0,8.910352713263526,1.8193874069758198,3.1379788898153955,0.0,4.957366296791215,2.6241989743335887,2.3551075917501474,0.26909138258344134,4.979306566083736,30.11255440558279,3.3601943889242882,26.752360016658503,33.47274879450708,43.00202868024922,3.832362050761127,39.16966662948809,46.834390731010345
VIL_021,64,9.6,-39.9,24.4,46.5,0.184,,,,,,,2,1,False,UNRECORDED,2.0378233965726933,6.450472008885523,0.0,8.488295405458217,1.6130719991339126,3.1379788898153955,0.0,4.751050888949308,1.9675472950447548,2.3551075917501474,0.0,4.322654886794902,31.500284787498842,3.3601943889242882,28.140090398574554,34.86047917642313,43.383972393340045,3.832362050761127,39.55161034257892,47.21633444410117
VIL_021,65,13.86,-6.4,26.0,53.8,0.249,,,,,,,4,0,False,UNRECORDED,3.6969190758276183,6.450472008885523,0.0,10.147391084713142,1.2660524252369725,3.1379788898153955,0.0,4.404031315052368,1.7916034347725445,2.3551075917501474,0.0,4.146711026522691,30.563049720398062,3.3601943889242882,27.202855331473774,33.923244109322354,44.081527135731456,3.832362050761127,40.24916508497033,47.91388918649258
VIL_021,66,7.45,-51.8,27.4,49.2,0.197,,,,,,,1,1,False,UNRECORDED,3.3537658009136826,6.450472008885523,0.0,9.804237809799206,1.701005236975931,3.1379788898153955,0.0,4.838984126791327,1.2364487280574072,2.3551075917501474,0.0,3.5915563198075544,31.24434611352475,3.3601943889242882,27.88415172460046,34.60454050244904,42.31835467102761,3.832362050761127,38.48599262026649,46.15071672178874
VIL_021,67,8.76,-45.2,25.5,52.4,0.134,,,,,,,2,0,False,UNRECORDED,3.531548225030976,6.450472008885523,0.0,9.982020233916499,1.9778334248501401,3.1379788898153955,0.0,5.115812314665535,1.3195849976568716,2.3551075917501474,0.0,3.674692589407019,31.02362625138092,3.3601943889242882,27.663431862456633,34.38382064030521,43.29372284488889,3.832362050761127,39.46136079412776,47.12608489565002
VIL_021,68,14.9,15.2,25.9,58.8,0.292,,,,,,,0,0,False,UNRECORDED,4.240549997473419,6.450472008885523,0.0,10.691022006358942,1.968429443213866,3.1379788898153955,0.0,5.106408333029261,1.6747330068666197,2.3551075917501474,0.0,4.029840598616767,30.695134380559935,3.3601943889242882,27.334939991635647,34.05532876948422,41.56016126950239,3.832362050761127,37.72779921874126,45.392523320263514
VIL_021,69,9.98,-34.6,28.9,47.3,0.098,,,,,,,4,0,False,UNRECORDED,4.089829142972629,6.450472008885523,0.0,10.540301151858152,2.6032387311458676,3.1379788898153955,0.0,5.7412176209612635,1.5415472834469133,2.3551075917501474,0.0,3.8966548751970604,31.146420087948286,3.3601943889242882,27.786225699023998,34.50661447687257,42.65786045528626,3.832362050761127,38.825498404525135,46.49022250604739
VIL_021,70,11.68,-31.1,31.2,48.0,0.166,,,,,,,5,0,False,UNRECORDED,4.133924885993137,6.450472008885523,0.0,10.58439689487866,1.9410307006272838,3.1379788898153955,0.0,5.079009590442679,1.6551927545889755,2.3551075917501474,0.0,4.010300346339123,30.948971139806012,3.3601943889242882,27.588776750881724,34.309165528730304,42.749242955895006,3.832362050761127,38.91688090513388,46.58160500665613
VIL_021,71,13.04,-3.3,30.5,44.4,0.121,,,,,,,3,0,False,UNRECORDED,3.7768574464406264,6.450472008885523,0.0,10.22732945532615,1.711506816315058,3.1379788898153955,0.0,4.849485706130453,1.3383023762164323,2.3551075917501474,0.0,3.6934099679665797,30.85733488637878,3.3601943889242882,27.49714049745449,34.217529275303065,42.19427464671832,3.832362050761127,38.36191259595719,46.02663669747945
VIL_021,72,20.62,30.2,30.8,54.9,0.304,,,,,,,3,0,False,UNRECORDED,2.565005100180484,6.450472008885523,0.0,9.015477109066007,1.7258865020324117,3.1379788898153955,0.0,4.863865391847807,1.8144076810024905,2.3551075917501474,0.0,4.169515272752638,31.500028316576227,3.3601943889242882,28.13983392765194,34.86022270550052,43.28447685203623,3.832362050761127,39.4521148012751,47.116838902797355
VIL_021,73,23.4,54.9,34.5,50.8,0.326,7.0,5.0,3.0,23.7,20.0,45.9,3,1,True,REPORTED,7.0,0.6450472008885524,6.354952799111448,7.645047200888552,5.0,0.3137978889815396,4.68620211101846,5.31379788898154,3.0,0.23551075917501474,2.764489240824985,3.235510759175015,23.7,0.33601943889242886,23.36398056110757,24.036019438892428,45.9,0.3832362050761127,45.51676379492388,46.283236205076115
VIL_021,74,20.59,28.2,34.1,52.4,0.152,,,,,,,3,0,False,UNRECORDED,3.2438693955610254,6.450472008885523,0.0,9.694341404446549,2.971391010120794,3.1379788898153955,0.0,6.10936989993619,1.3728523405670594,2.3551075917501474,0.0,3.727959932317207,32.104444014955504,3.3601943889242882,28.744249626031216,35.46463840387979,43.6010188804576,3.832362050761127,39.768656829696475,47.43338093121873
VIL_021,75,36.08,142.6,36.0,62.3,0.537,,,,,,,4,1,False,UNRECORDED,2.8038965118786146,6.450472008885523,0.0,9.254368520764137,3.307638140416604,3.1379788898153955,0.16965925060120846,6.4456170302319995,1.5349668889371442,2.3551075917501474,0.0,3.8900744806872916,31.129425262110892,3.3601943889242882,27.769230873186604,34.489619651035184,43.7860168685036,3.832362050761127,39.953654817742475,47.61837891926473
VIL_021,76,35.82,139.2,35.9,53.7,0.52,,,,,,,2,1,False,UNRECORDED,2.507437487198866,6.450472008885523,0.0,8.957909496084389,4.099759173706147,3.1379788898153955,0.9617802838907514,7.237738063521542,1.4353735714404086,2.3551075917501474,0.0,3.790481163190556,30.42535365016746,3.3601943889242882,27.06515926124317,33.78554803909175,42.87190446810607,3.832362050761127,39.03954241734494,46.70426651886719
VIL_021,77,54.1,260.4,36.2,62.5,0.694,,,,,,,2,0,False,UNRECORDED,3.213574275855146,6.450472008885523,0.0,9.66404628474067,4.026821753605061,3.1379788898153955,0.8888428637896655,7.164800643420456,1.3575966222164333,2.3551075917501474,0.0,3.712704213966581,31.144609406687508,3.3601943889242882,27.78441501776322,34.50480379561179,43.601938149900455,3.832362050761127,39.76957609913933,47.43430020066158
VIL_021,78,73.97,394.6,36.6,77.2,1.0,0.0,0.0,2.0,23.4,23.9,42.6,2,1,True,STRUCTURAL_ZERO_INFLATED,2.666583764120771,6.450472008885523,0.0,9.117055773006294,4.321831407992257,3.1379788898153955,1.1838525181768618,7.459810297807653,1.5689356208804675,2.3551075917501474,0.0,3.9240432126306146,23.4,0.33601943889242886,23.06398056110757,23.736019438892427,42.6,0.3832362050761127,42.216763794923885,42.98323620507612
